age,watch_hours,last_login_days,monthly_fee,number_of_profiles,avg_watch_time_per_day,engagement_score,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi,churned
48,0.29,33,8.99,1,0.01,-32.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
52,1.69,54,13.99,3,0.03,-52.28,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50,0.61,16,8.99,2,0.04,-15.35,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
43,11.84,56,17.99,5,0.21,-43.95,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
62,25.88,49,13.99,2,0.52,-22.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,1.79,18,8.99,5,0.09,-16.12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35,19.19,50,17.99,1,0.38,-30.43,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
68,7.11,43,17.99,5,0.16,-35.73,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,3.2,57,17.99,1,0.06,-53.74,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
24,1.03,30,17.99,1,0.03,-28.94,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
30,6.23,49,13.99,3,0.12,-42.65,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
51,7.01,38,13.99,2,0.18,-30.810000000000002,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
25,2.95,37,8.99,4,0.08,-33.97,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
43,16.9,20,13.99,2,0.8,-2.3000000000000007,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
58,0.36,39,8.99,3,0.01,-38.63,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
27,19.23,56,13.99,2,0.34,-36.43,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
33,27.1,57,17.99,4,0.47,-29.43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35,38.65,21,17.99,4,1.76,19.409999999999997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56,8.25,27,8.99,3,0.29,-18.46,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
59,3.06,17,13.99,2,0.17,-13.77,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
41,0.86,22,8.99,4,0.04,-21.1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
22,5.22,33,17.99,5,0.15,-27.63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,22.92,7,17.99,1,2.87,18.790000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,3.99,33,8.99,5,0.12,-28.89,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
37,0.59,13,13.99,3,0.04,-12.37,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
48,0.75,55,8.99,5,0.01,-54.24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58,3.59,29,8.99,3,0.12,-25.29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
25,0.24,43,8.99,3,0.01,-42.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
51,25.77,38,8.99,4,0.66,-11.57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34,2.94,43,13.99,2,0.07,-39.99,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
62,20.63,11,17.99,3,1.72,11.349999999999998,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
66,6.54,7,13.99,2,0.82,0.3600000000000003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
35,4.7,13,13.99,4,0.34,-7.96,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
64,0.19,18,17.99,5,0.01,-17.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,7.72,51,17.99,3,0.15,-43.13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
58,6.88,22,13.99,3,0.3,-14.82,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
49,19.3,19,17.99,5,0.97,1.2699999999999996,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39,35.7,7,13.99,4,4.46,33.160000000000004,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
49,1.0,40,17.99,4,0.02,-38.98,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
61,28.65,36,17.99,5,0.77,-6.580000000000002,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,6.86,49,13.99,2,0.14,-42.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
22,2.36,27,8.99,3,0.08,-24.56,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,3.84,2,8.99,2,1.28,3.12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.11,41,13.99,2,0.0,-40.89,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,6.36,31,8.99,4,0.2,-24.439999999999998,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
57,12.3,26,8.99,4,0.46,-13.239999999999998,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
42,8.18,40,17.99,5,0.2,-31.62,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,1.05,42,17.99,2,0.02,-40.93,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,6.49,50,13.99,5,0.13,-43.38,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
58,15.91,49,17.99,1,0.32,-32.769999999999996,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
30,12.85,39,13.99,3,0.32,-25.83,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
64,1.22,56,17.99,1,0.02,-54.76,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
51,1.96,26,13.99,4,0.07,-23.97,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
56,8.3,55,8.99,3,0.15,-46.55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
48,7.38,4,13.99,4,1.48,4.859999999999999,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,11.62,50,8.99,2,0.23,-38.15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,5.06,36,8.99,3,0.14,-30.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
69,3.84,30,17.99,5,0.12,-26.04,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
41,2.97,46,13.99,1,0.06,-42.97,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
65,8.23,57,13.99,1,0.14,-48.629999999999995,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
20,12.72,13,17.99,2,0.91,0.6300000000000008,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
62,10.76,31,17.99,1,0.34,-19.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
34,19.54,10,17.99,2,1.78,11.32,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
58,26.15,53,17.99,1,0.48,-26.37,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,3.78,37,17.99,5,0.1,-33.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
36,6.49,21,13.99,5,0.29,-14.219999999999999,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1.76,10,8.99,4,0.16,-8.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
58,8.43,49,17.99,1,0.17,-40.4,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
54,4.85,37,8.99,4,0.13,-32.02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,14.04,19,13.99,2,0.7,-4.260000000000002,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
43,19.59,25,17.99,1,0.75,-4.66,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21,0.06,13,13.99,5,0.0,-12.94,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,26.91,19,13.99,2,1.35,9.260000000000002,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
36,1.36,58,13.99,5,0.02,-56.62,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,7.53,48,17.99,3,0.15,-40.32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
44,62.82,44,13.99,4,1.4,20.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,2.08,7,17.99,4,0.26,-4.66,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
32,10.13,8,8.99,5,1.13,3.2600000000000016,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,11.07,47,8.99,4,0.23,-35.7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
61,4.67,43,17.99,4,0.11,-38.22,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
33,17.72,5,17.99,5,2.95,15.669999999999998,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,6.01,36,17.99,4,0.16,-29.83,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23,14.92,13,13.99,2,1.07,2.99,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
67,8.28,51,8.99,2,0.16,-42.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
59,4.96,51,8.99,1,0.1,-45.94,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
50,1.11,44,8.99,5,0.02,-42.87,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
22,0.85,26,17.99,3,0.03,-25.12,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
65,1.85,34,8.99,2,0.05,-32.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
70,8.29,13,17.99,1,0.59,-4.120000000000001,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
39,13.15,13,8.99,2,0.94,1.0899999999999999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
59,3.7,22,13.99,3,0.16,-18.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
58,5.08,48,8.99,5,0.1,-42.82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
56,23.72,13,8.99,1,1.69,12.41,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
46,13.81,13,13.99,1,0.99,1.8000000000000007,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,6.51,51,13.99,1,0.13,-44.36,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
38,6.68,15,13.99,1,0.42,-7.9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,18.05,41,17.99,5,0.43,-22.52,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
63,26.19,34,17.99,1,0.75,-7.059999999999999,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49,8.48,10,17.99,1,0.77,-0.75,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56,14.15,44,17.99,3,0.31,-29.54,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
55,2.01,24,17.99,3,0.08,-21.91,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
46,0.48,36,17.99,5,0.01,-35.51,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
18,3.17,0,8.99,1,3.17,6.34,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,8.75,46,17.99,3,0.19,-37.06,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,9.17,43,17.99,3,0.21,-33.62,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
43,0.83,13,13.99,3,0.06,-12.11,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
37,3.68,45,8.99,3,0.08,-41.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
62,10.33,3,17.99,2,2.58,9.91,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46,12.12,41,8.99,2,0.29,-28.590000000000003,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
34,28.06,33,8.99,4,0.83,-4.110000000000003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
21,16.09,2,17.99,4,5.36,19.45,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
61,55.13,59,17.99,1,0.92,-2.9499999999999957,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
48,17.24,53,17.99,5,0.32,-35.44,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
23,2.91,40,8.99,3,0.07,-37.02,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
57,3.05,26,13.99,2,0.11,-22.84,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
30,5.43,56,17.99,4,0.1,-50.47,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
25,2.51,18,17.99,5,0.13,-15.36,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
32,7.17,3,8.99,5,1.79,5.960000000000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
29,10.64,36,8.99,1,0.29,-25.07,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
56,12.06,26,13.99,1,0.45,-13.49,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57,28.5,23,13.99,3,1.19,6.690000000000001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,11.25,24,8.99,5,0.45,-12.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
38,1.13,41,8.99,2,0.03,-39.84,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
62,12.33,47,8.99,1,0.26,-34.41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
51,8.43,37,13.99,1,0.22,-28.35,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
54,3.36,50,13.99,5,0.07,-46.57,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
33,11.36,51,8.99,1,0.22,-39.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
54,2.08,12,17.99,5,0.16,-9.76,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38,3.49,26,17.99,5,0.13,-22.38,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,17.56,10,8.99,5,1.6,9.16,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44,2.28,59,13.99,2,0.04,-56.68,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
37,28.57,4,13.99,2,5.71,30.28,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64,22.89,50,13.99,3,0.45,-26.66,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,14.17,19,17.99,3,0.71,-4.120000000000001,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25,0.9,27,13.99,3,0.03,-26.07,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
65,17.31,37,13.99,1,0.46,-19.23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
39,3.69,26,17.99,5,0.14,-22.17,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
69,42.32,48,13.99,3,0.86,-4.82,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
61,31.47,52,17.99,5,0.59,-19.939999999999998,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
59,16.35,1,13.99,3,8.18,23.53,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,1.24,56,13.99,1,0.02,-54.74,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
36,2.98,60,17.99,4,0.05,-56.97,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
42,1.85,6,8.99,5,0.26,-3.8899999999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
45,1.77,11,13.99,3,0.15,-9.08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
66,0.42,28,17.99,5,0.01,-27.57,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
64,5.7,9,8.99,1,0.57,-2.7299999999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0.51,11,8.99,5,0.04,-10.45,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
69,3.45,26,8.99,3,0.13,-22.42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
53,6.45,6,8.99,5,0.92,1.37,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,5.16,41,8.99,2,0.12,-35.72,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
27,1.41,0,8.99,5,1.41,2.82,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
64,0.52,20,17.99,2,0.02,-19.46,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
59,6.25,56,13.99,4,0.11,-49.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,8.58,16,13.99,2,0.5,-6.92,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,9.78,54,17.99,4,0.18,-44.04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0.14,57,8.99,5,0.0,-56.86,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
69,7.95,59,17.99,2,0.13,-50.92,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
30,14.86,55,8.99,2,0.27,-39.870000000000005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
43,4.09,7,13.99,5,0.51,-2.4000000000000004,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
66,1.29,44,8.99,3,0.03,-42.68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
31,2.44,17,13.99,3,0.14,-14.42,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
36,6.16,53,17.99,4,0.11,-46.73,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
60,15.16,45,17.99,2,0.33,-29.509999999999998,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,7.57,18,13.99,5,0.4,-10.03,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
50,27.56,44,17.99,4,0.61,-15.830000000000002,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
37,3.17,46,8.99,1,0.07,-42.76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
20,36.39,49,17.99,4,0.73,-11.880000000000003,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
65,2.99,54,8.99,1,0.05,-50.96,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50,1.04,51,17.99,1,0.02,-49.94,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
48,6.52,25,13.99,2,0.25,-18.23,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40,3.11,51,13.99,5,0.06,-47.83,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
51,9.77,29,17.99,3,0.33,-18.9,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23,4.27,23,8.99,1,0.18,-18.55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
48,22.19,34,8.99,2,0.63,-11.18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,6.43,39,13.99,5,0.16,-32.41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
62,2.15,42,17.99,2,0.05,-39.8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,9.32,0,17.99,2,9.32,18.64,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
55,47.76,39,13.99,2,1.19,9.949999999999996,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27,5.08,25,13.99,1,0.2,-19.72,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
42,4.79,58,13.99,3,0.08,-53.13,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
56,4.09,56,13.99,3,0.07,-51.84,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
42,5.46,41,8.99,3,0.13,-35.41,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,11.65,44,13.99,1,0.26,-32.09,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
22,1.41,28,13.99,4,0.05,-26.54,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
42,3.69,45,13.99,2,0.08,-41.23,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
31,10.99,33,8.99,3,0.32,-21.689999999999998,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
67,2.92,38,17.99,5,0.07,-35.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,12.68,18,8.99,3,0.67,-4.65,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
25,1.91,18,8.99,3,0.1,-15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24,5.37,2,13.99,2,1.79,5.16,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
64,0.31,52,13.99,1,0.01,-51.68,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
